"site","year","season","box","ring","sex"
"NEW",2023,"spring",3,"_APR8667","F"
"NEW",2023,"spring",3,"_APR8668","M"
"STY",2023,"spring",4,"AXH7147","M"
"STY",2023,"spring",4,"_APR7674","F"
"SER",2023,"spring",1,"ARD7539","M"
"EDI",2023,"spring",6,"_APR8681","M"
"EDI",2023,"spring",6,"_APR7545","F"
"EDI",2023,"spring",7,"AXH7843","F"
"FOF",2023,"spring",7,"ARD6610","M"
"FOF",2023,"spring",4,"AXH7207","M"
"FOF",2023,"spring",4,"ARD6606","F"
"LVN",2023,"spring",8,"_APR8682","M"
"LVN",2023,"spring",8,"_APR8683","F"
"LVN",2023,"spring",6,"S922748","M"
"LVN",2023,"spring",6,"_APR7557","F"
"PTH",2023,"spring",4,"_APR8693","F"
"BLG",2023,"spring",4,"_APR8698","F"
"BLG",2023,"spring",4,"AXH9597","M"
"FOF",2023,"spring",1,"_APR8920","F"
"LVN",2023,"spring",3,"_APR8927","M"
"BLG",2023,"spring",2,"_APR7675","F"
"CAL",2023,"spring",1,"AXH7471","F"
"SER",2023,"spring",6,"ATR0417","F"
"SER",2023,"spring",2,"AXH9087","F"
"SER",2023,"spring",2,"ATR0418","M"
"SER",2023,"spring",1,"ATR0419","F"
"DOW",2023,"spring",1,"AXH7210","M"
"DOW",2023,"spring",1,"_APR7305","F"
"BAD",2023,"spring",6,"ATR0429","F"
"BAD",2023,"spring",6,"AXH7973","M"
"BAD",2023,"spring",5,"ATR0430","F"
"BAD",2023,"spring",5,"AXH7983","M"
"STY",2023,"spring",2,"ARD6178","M"
"FOF",2023,"spring",1,"AXH7893","M"
"LVN",2023,"spring",7,"ATR0501","F"
"LVN",2023,"spring",7,"AXH7214","M"
"MCH",2023,"spring",6,"AXH7219","M"
"MCH",2023,"spring",6,"AXH9981","F"
"MCH",2023,"spring",4,"ATR0509","M"
"MCH",2023,"spring",4,"ATR0510","F"
"PTH",2023,"spring",2,"ATR0511","F"
"PTH",2023,"spring",2,"_APR7652","M"
"RSY",2023,"spring",6,"ATR0431","F"
"MCH",2023,"spring",3,"ATR0442","M"
"PTH",2023,"spring",6,"ATR0500","F"
"DNC",2023,"spring",6,"ATR0307","M"
"STY",2023,"spring",2,"AXH7976","F"
"MCH",2023,"spring",3,"ATR0580","F"
"GLF",2023,"spring",2,"_APR7314","F"
"GLF",2023,"spring",2,"AXH7953","M"
"DOW",2023,"spring",3,"AHD7068","M"
"MCH",2023,"spring",5,"AXH7151","M"
"PTH",2023,"spring",6,"_APR7219","M"
"BLG",2023,"spring",1,"S921846","M"
"DNM",2023,"spring",8,"ATR0341","F"
"BLA",2023,"spring",7,"ATR0588","F"
"BLA",2023,"spring",7,"ATR0589","M"
"DNC",2023,"spring",2,"_APR8727","F"
"DNC",2023,"spring",2,"_APR8212","M"
"KCK",2023,"spring",4,"ATR0365","M"
"GLF",2023,"spring",5,"ARD6433","F"
"GLF",2023,"spring",5,"_APR8730","M"
"GLF",2023,"spring",7,"ARR8624","M"
"GLF",2023,"spring",7,"AXH9941","F"
"DOW",2023,"spring",2,"ATR0373","F"
"DOW",2023,"spring",5,"AHD7856","M"
"DOW",2023,"spring",5,"AXH8069","F"
"LVN",2023,"spring",4,"ARR8625","F"
"LVN",2023,"spring",4,"ARR8626","M"
"BLG",2023,"spring",8,"ARR8627","M"
"DNM",2023,"spring",5,"ARR8628","M"
"DNC",2023,"spring",6,"AXH8659","F"
"DNM",2023,"spring",1,"ATR0381","M"
"DNM",2023,"spring",1,"_APR7677","F"
"LVN",2023,"spring",5,"ATR0377","M"
"BLA",2023,"spring",6,"ATR0378","M"
"BLA",2023,"spring",6,"ATR0379","F"
"NEW",2023,"spring",7,"ATR0382","F"
"NEW",2023,"spring",7,"ARD6615","M"
"KCK",2023,"spring",8,"ATR0383","M"
"KCK",2023,"spring",8,"ATR0384","F"
"KCK",2023,"spring",4,"AXH8912","F"
"KCK",2023,"spring",6,"_APR7729","F"
"KCK",2023,"spring",6,"AXH9868","M"
"PIT",2023,"spring",7,"ATR0385","F"
"PIT",2023,"spring",7,"ATR0386","M"
"NEW",2023,"spring",6,"ARR8629","M"
"NEW",2023,"spring",6,"ARR8630","F"
"NEW",2023,"spring",5,"ARD7770","F"
"NEW",2023,"spring",5,"Z869020","M"
"KCK",2023,"spring",5,"AXH9868","M"
"KCK",2023,"spring",5,"ARR8636","M"
"PIT",2023,"spring",1,"AXH9355","M"
"PIT",2023,"spring",1,"ARR8645","F"
"STY",2023,"spring",6,"ARR8653","M"
"GLF",2023,"spring",6,"AXH9505","F"
"PTH",2023,"spring",8,"ARR8665","F"
"BLG",2023,"spring",3,"ARR8656","F"
"BLA",2023,"spring",1,"ARR8658","F"
"BLA",2023,"spring",1,"AXH9869","M"
"DNM",2023,"spring",2,"ARR8659","M"
"DNM",2023,"spring",2,"ARR8661","F"
"DNS",2023,"spring",1,"_APR7722","F"
"DNS",2023,"spring",1,"ARR8662","M"
"NEW",2023,"spring",1,"ARR8663","M"
"NEW",2023,"spring",2,"ARR8664","F"
"NEW",2023,"spring",2,"ARR8666","M"
"CRU",2023,"spring",1,"ARR8668","M"
"CRU",2023,"spring",1,"ARR8669","F"
"BLG",2023,"spring",1,"ATR0400","F"
"BLA",2023,"spring",2,"_APR8732","M"
"BLA",2023,"spring",2,"_APR8731","F"
"DNM",2023,"spring",8,"_APR7721","M"
"DNM",2023,"spring",5,"_APR8445","F"
"NEW",2023,"spring",8,"_APR8453","F"
"NEW",2023,"spring",8,"AXH9465","M"
"DLW",2023,"spring",1,"_APR8459","F"
"CAL",2023,"spring",4,"_APR8460","M"
"KCK",2023,"spring",3,"_APR8461","F"
"PIT",2023,"spring",8,"_APR8462","F"
"PIT",2023,"spring",8,"AXH9394","M"
"CAL",2023,"spring",5,"ARR8670","F"
"CAL",2023,"spring",5,"_APR7389","M"
"KCK",2023,"spring",1,"_APR8733","F"
"KCK",2023,"spring",1,"ARR8671","M"
"PIT",2023,"spring",2,"_APR7724","F"
"PIT",2023,"spring",2,"_APR7725","M"
"BLG",2023,"spring",8,"_APR8477","F"
"DNM",2023,"spring",4,"S921228","M"
"DNM",2023,"spring",4,"_APR8479","F"
"NEW",2023,"spring",1,"_APR8488","F"
"CRU",2023,"spring",4,"ATR0607","M"
"CRU",2023,"spring",4,"ATR0608","F"
"PIT",2023,"spring",4,"ATR0618","M"
"PIT",2023,"spring",4,"ATR0619","F"
"PIT",2023,"spring",3,"AXH8631","F"
"KCZ",2023,"spring",7,"ARR8801","F"
"KCZ",2023,"spring",7,"_APR7601","M"
"PIT",2023,"spring",6,"ARR8804","M"
"DUN",2023,"spring",5,"ARR8805","M"
"DLW",2023,"spring",1,"_APR8401","M"
"CRU",2023,"spring",3,"AXH8303","M"
"KCZ",2023,"spring",3,"_APR7695","F"
"KCZ",2023,"spring",3,"_APR7694","M"
"PIT",2023,"spring",3,"_APR7696","M"
"KCZ",2023,"spring",1,"ATR0622","M"
"PIT",2023,"spring",5,"ATR0623","F"
"PIT",2023,"spring",5,"ATR0624","M"
"DUN",2023,"spring",5,"_APR7665","F"
"BIR",2023,"spring",2,"ATR0632","M"
"BIR",2023,"spring",2,"ATR0633","F"
"DNC",2023,"spring",4,"_APR8204","F"
"DNS",2023,"spring",4,"ARR8818","F"
"FSH",2023,"spring",1,"ATR0634","M"
"FSH",2023,"spring",8,"ATR0635","F"
"FSH",2023,"spring",8,"ATR0636","M"
"FSH",2023,"spring",6,"ARR8820","F"
"KCZ",2023,"spring",8,"ARR8821","F"
"KCZ",2023,"spring",1,"ARR8822","F"
"BAD",2023,"spring",1,"_APR8189","M"
"MCH",2023,"spring",2,"_APR7641","F"
"BIR",2023,"spring",7,"ARR8823","F"
"KCZ",2023,"spring",8,"ARR8829","M"
"PIT",2023,"spring",6,"ARR8830","F"
"DUN",2023,"spring",2,"ARD7649","F"
"DUN",2023,"spring",2,"_APR7666","M"
"CRU",2023,"spring",3,"AXH8304","F"
"CAL",2023,"spring",3,"ATR0654","F"
"CAL",2023,"spring",3,"_APR8194","M"
"SER",2023,"spring",8,"ATR0443","M"
"SER",2023,"spring",8,"ATR0444","F"
"FOU",2023,"spring",7,"_APR8825","F"
"FOU",2023,"spring",7,"_APR7830","M"
"FOU",2023,"spring",1,"_APR8872","M"
"FOU",2023,"spring",1,"_APR7829","F"
"FOU",2023,"spring",4,"_APR7242","M"
"FOU",2023,"spring",4,"_APR7828","F"
"DEL",2023,"spring",1,"ARD7323","M"
"DEL",2023,"spring",1,"_APR8876","F"
"DEL",2023,"spring",3,"AXH8472","F"
"DEL",2023,"spring",3,"_APR7926","M"
"ALN",2023,"spring",2,"_APR7793","M"
"ALN",2023,"spring",4,"ARD7974","M"
"ALN",2023,"spring",4,"_APR7799","F"
"DOW",2023,"spring",4,"_APR8769","M"
"DOW",2023,"spring",4,"_APR8770","F"
"DOW",2023,"spring",7,"ARD6744","M"
"FOU",2023,"spring",5,"_APR8784","F"
"FOU",2023,"spring",5,"_APR8785","M"
"FOU",2023,"spring",8,"_APR8786","F"
"DEL",2023,"spring",2,"_APR8787","F"
"DEL",2023,"spring",2,"_APR8788","M"
"DEL",2023,"spring",5,"_APR8789","F"
"DEL",2023,"spring",5,"_APR8790","M"
"TAI",2023,"spring",5,"AXH7114","M"
"TAI",2023,"spring",5,"_APR8799","F"
"TAI",2023,"spring",4,"_APR8800","M"
"TAI",2023,"spring",4,"ATR0008","F"
"TAI",2023,"spring",6,"AHD7789","M"
"TAI",2023,"spring",6,"ATR0009","F"
"DOR",2023,"spring",1,"ATR0032","F"
"DOR",2023,"spring",1,"_APR8051","M"
"DOR",2023,"spring",6,"ATR0041","M"
"OSP",2023,"spring",5,"_APR7838","F"
"MUN",2023,"spring",6,"AXH9852","M"
"MUN",2023,"spring",5,"ATR0084","F"
"ART",2023,"spring",1,"ATR0098","F"
"ART",2023,"spring",2,"ATR0099","M"
"ART",2023,"spring",7,"AXH8389","F"
"ART",2023,"spring",7,"AXH8390","M"
"ART",2023,"spring",6,"ATR0119","F"
"HWP",2023,"spring",6,"ATR0162","M"
"HWP",2023,"spring",6,"AXH8194","F"
"HWP",2023,"spring",1,"ATR0163","F"
"HWP",2023,"spring",1,"ATR0164","M"
"CAL",2023,"spring",1,"_APR8194","M"
"BLG",2023,"spring",2,"_APR7676","M"
"RSY",2023,"spring",1,"ATR0165","M"
"RSY",2023,"spring",1,"ATR0166","F"
"FOF",2023,"spring",2,"ATR0167","F"
"FOF",2023,"spring",2,"_APR7531","M"
"LVN",2023,"spring",2,"_APR7313","F"
"LVN",2023,"spring",2,"_APR7742","M"
"LVN",2023,"spring",3,"_APR7534","F"
"BAD",2023,"spring",2,"AXH7208","M"
"MCH",2023,"spring",1,"ATR0168","F"
"MCH",2023,"spring",1,"AXH8835","M"
"MCH",2023,"spring",5,"ATR0169","F"
"BIR",2023,"spring",1,"AXH7960","F"
"BIR",2023,"spring",1,"ATR0170","M"
"BIR",2023,"spring",3,"AXH7765","M"
"BLG",2023,"spring",5,"AXH9605","F"
"BLG",2023,"spring",5,"AXH9013","M"
"BLG",2023,"spring",6,"AXH9108","F"
"BLG",2023,"spring",6,"AXH7143","M"
"BAD",2023,"spring",2,"_APR7699","F"
"BAD",2023,"spring",4,"_APR7179","M"
"BAD",2023,"spring",4,"AXH7800","F"
"BAD",2023,"spring",3,"ATR0173","F"
"BAD",2023,"spring",3,"_APR7731","M"
"DOW",2023,"spring",6,"AXH8071","F"
"DOW",2023,"spring",6,"_APR7549","M"
"ART",2023,"spring",1,"_APR7810","M"
"ART",2023,"spring",2,"ATR0175","F"
"ART",2023,"spring",3,"ATR0176","M"
"ART",2023,"spring",3,"ATR0177","F"
"ART",2023,"spring",5,"AXH9809","M"
"ART",2023,"spring",5,"AXH7121","F"
"ART",2023,"spring",6,"AXH9827","M"
"FOU",2023,"spring",2,"ATR0192","F"
"DEL",2023,"spring",6,"ATR0193","F"
"DEL",2023,"spring",6,"AXH8483","M"
"TAI",2023,"spring",1,"ATR0194","M"
"TAI",2023,"spring",1,"ATR0197","F"
"TAI",2023,"spring",3,"ATR0195","F"
"TAI",2023,"spring",3,"ATR0196","M"
"TAI",2023,"spring",2,"AHD7790","M"
"TAI",2023,"spring",2,"AXH7754","F"
"DOR",2023,"spring",2,"ATR0198","F"
"DOR",2023,"spring",6,"ATR0199","F"
"OSP",2023,"spring",5,"_APR7837","M"
"OSP",2023,"spring",4,"ATR0209","F"
"OSP",2023,"spring",4,"ATR0210","M"
"OSP",2023,"spring",2,"ATR0216","F"
"OSP",2023,"spring",2,"_APR7814","M"
"SPD",2023,"spring",5,"ATR0237","F"
"SPD",2023,"spring",5,"ATR0238","M"
"ALN",2023,"spring",5,"ATR0245","F"
"MUN",2023,"spring",3,"ATR0246","F"
"MUN",2023,"spring",6,"AXH8486","F"
"INS",2023,"spring",4,"AXH8240","F"
"INS",2023,"spring",4,"ATR0260","M"
"FSH",2023,"spring",5,"ATR0287","F"
"FSH",2023,"spring",5,"_APR8035","M"
"RTH",2023,"spring",1,"ATR0295","M"
"RTH",2023,"spring",6,"_APR8129","F"
"RTH",2023,"spring",6,"_APR8137","M"
"RTH",2023,"spring",4,"ATR0296","M"
"AVI",2023,"spring",6,"ARD7391","M"
"AVI",2023,"spring",6,"ARR9008","F"
"AVN",2023,"spring",5,"ARR9015","F"
"AVN",2023,"spring",5,"ARR9016","M"
"AVN",2023,"spring",6,"ARR9035","F"
"AVN",2023,"spring",6,"ARR9036","M"
"AVN",2023,"spring",7,"AXH9421","M"
"AVN",2023,"spring",7,"ARR9037","F"
"CAR",2023,"spring",4,"AXH9891","F"
"CAR",2023,"spring",4,"ARR9045","M"
"SLS",2023,"spring",3,"ARR9072","F"
"HWP",2023,"spring",2,"ARR9067","F"
"HWP",2023,"spring",8,"ARR9077","F"
"DOW",2023,"spring",3,"ARR9078","F"
"ART",2023,"spring",8,"ARR9079","F"
"ART",2023,"spring",4,"ARR9080","M"
"ART",2023,"spring",4,"ARR9081","F"
"MUN",2023,"spring",1,"ARR9085","F"
"MUN",2023,"spring",1,"ARR9086","M"
"MUN",2023,"spring",2,"ARR9087","M"
"MUN",2023,"spring",2,"_APR7848","F"
"MUN",2023,"spring",8,"ARR9089","M"
"MUN",2023,"spring",8,"ARR9090","F"
"OSP",2023,"spring",7,"ARR9088","M"
"OSP",2023,"spring",7,"ARR9091","F"
"OSP",2023,"spring",8,"ARR9092","M"
"OSP",2023,"spring",8,"_APR8404","F"
"OSP",2023,"spring",3,"ARR9093","M"
"OSP",2023,"spring",3,"ARR9094","F"
"ALN",2023,"spring",6,"ARR9095","F"
"ALN",2023,"spring",6,"AXH8043","M"
"SLS",2023,"spring",3,"_APR8166","M"
"SLS",2023,"spring",1,"_APR8166","M"
"SLS",2023,"spring",1,"ARR9096","F"
"SLS",2023,"spring",8,"ARR9108","M"
"INS",2023,"spring",5,"ARR9112","M"
"INS",2023,"spring",5,"ARR9113","F"
"CAR",2023,"spring",5,"ARR9114","F"
"CAR",2023,"spring",1,"ARR9045","M"
"AVI",2023,"spring",7,"ARR9124","F"
"AVI",2023,"spring",7,"ARR9125","M"
"AVI",2023,"spring",4,"ARR9138","F"
"AVI",2023,"spring",4,"ARR9139","M"
"SLS",2023,"spring",7,"_APR7824","F"
"SLS",2023,"spring",8,"ATR0648","F"
"CAR",2023,"spring",2,"ATR0651","F"
"FSH",2023,"spring",4,"ATR0652","M"
"FSH",2023,"spring",2,"ATR0653","F"
"FSH",2023,"spring",2,"AXH8589","M"
"FSH",2023,"spring",3,"_APR8174","M"
"FSH",2023,"spring",3,"_APR8175","F"
"AVI",2023,"spring",2,"ATR0660","M"
"AVI",2023,"spring",2,"ATR0661","F"
"GLF",2023,"spring",6,"ATR0324","M"
"SER",2024,"spring",8,"ATR0706","F"
"SER",2024,"spring",8,"_APR7108","M"
"SER",2024,"spring",4,"AXH8876","F"
"EDI",2024,"spring",1,"_APR7357","M"
"EDI",2024,"spring",1,"S921907","F"
"EDI",2024,"spring",5,"AXH9982","M"
"EDI",2024,"spring",5,"_APR8914","F"
"PTH",2024,"spring",7,"_APR7098","M"
"PTH",2024,"spring",7,"ARR9251","F"
"DNM",2024,"spring",3,"ARR9252","M"
"LVN",2024,"spring",8,"_APR7557","F"
"LVN",2024,"spring",8,"ATR0506","M"
"EDI",2024,"spring",7,"_APR8581","M"
"LVN",2024,"spring",4,"ATR0733","F"
"SER",2024,"spring",5,"ATR0732","M"
"LVN",2024,"spring",7,"ATR0734","M"
"LVN",2024,"spring",7,"ATR0742","F"
"LVN",2024,"spring",5,"ATR0735","M"
"LVN",2024,"spring",5,"ATR0736","F"
"PTH",2024,"spring",5,"ATR0743","M"
"BLG",2024,"spring",7,"ARR8790","F"
"BLG",2024,"spring",7,"_APR7654","M"
"STY",2024,"spring",3,"ATR0824","F"
"STY",2024,"spring",3,"_APR7215","M"
"NEW",2024,"spring",1,"ATR0763","F"
"NEW",2024,"spring",1,"ATR0764","M"
"CRU",2024,"spring",7,"ATR0608","F"
"CRU",2024,"spring",7,"ATR0765","M"
"SER",2024,"spring",1,"ATR0792","M"
"GLF",2024,"spring",1,"AXH7953","M"
"GLF",2024,"spring",1,"ATR0799","F"
"SER",2024,"spring",6,"ATR0417","F"
"BAD",2024,"spring",3,"ATR0831","F"
"EDI",2024,"spring",7,"ARR9257","F"
"BLG",2024,"spring",4,"ARR8951","M"
"DNM",2024,"spring",2,"ARR8628","M"
"DNM",2024,"spring",2,"ATR0404","F"
"NEW",2024,"spring",2,"ATR0880","F"
"STY",2024,"spring",1,"ARR8979","F"
"SER",2024,"spring",6,"AXH7154","M"
"DNC",2024,"spring",4,"AXH8659","F"
"SER",2024,"spring",1,"ATR0419","F"
"FOF",2024,"spring",3,"ARR9603","M"
"LVN",2024,"spring",4,"ARR8980","M"
"LVN",2024,"spring",2,"ARR8981","M"
"LVN",2024,"spring",2,"ARR8982","F"
"PTH",2024,"spring",5,"ARR8987","F"
"LVN",2024,"spring",3,"_APR7313","F"
"LVN",2024,"spring",3,"ARR8855","M"
"MCH",2024,"spring",4,"ATR0509","M"
"PTH",2024,"spring",4,"_APR7652","M"
"BLG",2024,"spring",4,"ARR8867","F"
"DNM",2024,"spring",7,"ATR0915","F"
"DNM",2024,"spring",7,"ATR0916","M"
"NEW",2024,"spring",2,"ATR0880","F"
"NEW",2024,"spring",3,"_APR8668","M"
"NEW",2024,"spring",3,"ARR8630","F"
"CRU",2024,"spring",1,"ARR8668","M"
"PIT",2024,"spring",7,"ATR0386","M"
"PIT",2024,"spring",7,"ATR0385","F"
"PIT",2024,"spring",6,"ARR8881","M"
"PIT",2024,"spring",6,"ARR8882","F"
"STY",2024,"spring",6,"_APR8384","M"
"STY",2024,"spring",6,"ARR8883","F"
"STY",2024,"spring",7,"ARR8653","M"
"STY",2024,"spring",7,"ARR8884","F"
"STY",2024,"spring",5,"AXH7147","M"
"STY",2024,"spring",5,"_APR7674","F"
"SER",2024,"spring",2,"AXH8258","F"
"GLF",2024,"spring",5,"_APR7192","M"
"GLF",2024,"spring",5,"ARR8885","F"
"GLF",2024,"spring",6,"AXH9505","F"
"GLF",2024,"spring",6,"ATR0324","M"
"DOW",2024,"spring",8,"_APR8769","M"
"BAD",2024,"spring",6,"AXH7799","M"
"BAD",2024,"spring",6,"ATR0430","F"
"EDI",2024,"spring",2,"AXH7841","M"
"EDI",2024,"spring",2,"ARR8886","F"
"NEW",2024,"spring",6,"_APR8453","F"
"NEW",2024,"spring",6,"ARR9604","M"
"PIT",2024,"spring",3,"ARR9606","M"
"PIT",2024,"spring",3,"ARR9607","F"
"STY",2024,"spring",1,"ARD6178","M"
"DOW",2024,"spring",6,"ARR9633","M"
"BAD",2024,"spring",1,"_APR8630","M"
"BAD",2024,"spring",1,"ARR9647","F"
"RSY",2024,"spring",6,"ATR0926","F"
"RSY",2024,"spring",6,"_APR7075","M"
"RSY",2024,"spring",3,"_APR7464","M"
"FOF",2024,"spring",7,"ARD6610","M"
"FOF",2024,"spring",7,"ATR0934","F"
"MCH",2024,"spring",2,"ATR0442","M"
"MCH",2024,"spring",2,"ATR0935","F"
"PTH",2024,"spring",6,"ARR8887","M"
"BIR",2024,"spring",7,"ATR0936","M"
"BLG",2024,"spring",5,"ATR0937","F"
"BLG",2024,"spring",5,"ATR0938","M"
"BIR",2024,"spring",2,"ARR8894","M"
"BIR",2024,"spring",2,"ARR8895","F"
"BLA",2024,"spring",1,"AXH9869","M"
"DLW",2024,"spring",1,"ATR0948","F"
"CAL",2024,"spring",7,"ATR0654","F"
"KCK",2024,"spring",1,"ARR9659","F"
"PIT",2024,"spring",5,"ARR9660","F"
"PIT",2024,"spring",5,"ATR0618","M"
"STY",2024,"spring",2,"ARR9662","F"
"STY",2024,"spring",2,"_APR8370","M"
"PIT",2024,"spring",8,"AXH9394","M"
"PIT",2024,"spring",8,"ATR0964","F"
"STY",2024,"spring",4,"ATR0322","M"
"STY",2024,"spring",4,"ATR0965","F"
"DOW",2024,"spring",5,"ARR9547","M"
"DOW",2024,"spring",5,"ARR9546","F"
"DOW",2024,"spring",6,"AXH8071","F"
"RSY",2024,"spring",3,"ARR9669","F"
"FOF",2024,"spring",8,"ATR0966","F"
"FOF",2024,"spring",8,"ATR0967","M"
"PTH",2024,"spring",3,"ATR0968","M"
"PTH",2024,"spring",3,"_APR8607","F"
"FOF",2024,"spring",1,"_APR8920","F"
"PTH",2024,"spring",2,"ARR9672","F"
"PTH",2024,"spring",4,"ARR9673","F"
"BLA",2024,"spring",1,"ARR9674","F"
"BIR",2024,"spring",1,"ATR0969","M"
"BIR",2024,"spring",1,"ATR0970","F"
"BLA",2024,"spring",7,"ATR0971","M"
"BLA",2024,"spring",7,"ATR0972","F"
"DNC",2024,"spring",2,"ATR0411","M"
"NEW",2024,"spring",2,"ARD6615","M"
"DNM",2024,"spring",5,"ARR9679","F"
"DNM",2024,"spring",5,"ATR0598","M"
"BLG",2024,"spring",6,"AXH9108","F"
"KCZ",2024,"spring",2,"ATR0973","M"
"BLG",2024,"spring",8,"AXH9063","F"
"BLG",2024,"spring",8,"ARR9683","M"
"KCZ",2024,"spring",5,"ARR9680","M"
"KCZ",2024,"spring",5,"ARR9681","F"
"PIT",2024,"spring",2,"_APR7725","M"
"PIT",2024,"spring",2,"_APR7724","F"
"SER",2024,"spring",2,"ATR0418","M"
"GLF",2024,"spring",8,"ATR0976","F"
"GLF",2024,"spring",8,"ATR0977","M"
"GLF",2024,"spring",7,"ARR9686","M"
"BLG",2024,"spring",2,"_APR7675","F"
"DUN",2024,"spring",3,"ARR9771","M"
"DUN",2024,"spring",3,"_APR7665","F"
"FOF",2024,"spring",3,"ARR9772","F"
"FOF",2024,"spring",1,"AXH7893","M"
"FOF",2024,"spring",4,"ARR9773","F"
"FOF",2024,"spring",4,"ARR9775","M"
"MCH",2024,"spring",4,"ATR0510","F"
"BLG",2024,"spring",2,"_APR7676","M"
"BLA",2024,"spring",2,"ARR9777","F"
"BLA",2024,"spring",2,"_APR8732","M"
"BLA",2024,"spring",6,"ARR9783","M"
"DNS",2024,"spring",2,"ARR9787","F"
"CAL",2024,"spring",7,"ARR9804","M"
"CAL",2024,"spring",2,"_APR8460","M"
"CAL",2024,"spring",2,"ARR9805","F"
"KCZ",2024,"spring",8,"ARR8829","M"
"KCZ",2024,"spring",8,"ARR9806","F"
"KCZ",2024,"spring",4,"ARR9807","F"
"KCZ",2024,"spring",2,"ARR9808","F"
"SER",2024,"spring",3,"_APR8289","F"
"SER",2024,"spring",3,"ARR9821","M"
"GLF",2024,"spring",7,"ARR9822","F"
"BLA",2024,"spring",8,"ARR9687","M"
"BLA",2024,"spring",8,"ARR9688","F"
"BLA",2024,"spring",3,"ATR0978","M"
"BLA",2024,"spring",3,"ARR9689","F"
"BAD",2024,"spring",2,"ATR0980","M"
"BAD",2024,"spring",2,"ATR0981","F"
"BAD",2024,"spring",5,"AXH7800","F"
"CRU",2024,"spring",1,"ARR9693","F"
"DNS",2024,"spring",4,"ARR9695","F"
"DNS",2024,"spring",4,"ARR8662","M"
"CRU",2024,"spring",4,"ATR0607","M"
"DUN",2024,"spring",8,"ATR0987","M"
"DUN",2024,"spring",8,"ATR0988","F"
"DUN",2024,"spring",2,"ARR9696","F"
"DUN",2024,"spring",2,"ARR9697","M"
"DOW",2024,"spring",7,"ARR9698","F"
"RSY",2024,"spring",4,"ARR9849","F"
"BIR",2024,"spring",3,"AXH7765","M"
"BIR",2024,"spring",3,"ARR9699","F"
"FOU",2024,"spring",6,"_APR7828","F"
"DEL",2024,"spring",4,"ATR0493","F"
"DEL",2024,"spring",4,"ATR0494","M"
"DEL",2024,"spring",1,"AXH8472","F"
"TAI",2024,"spring",6,"AHD7789","M"
"TAI",2024,"spring",6,"ATR0009","F"
"TAI",2024,"spring",3,"ATR0196","M"
"DOR",2024,"spring",2,"ARR9217","M"
"ALN",2024,"spring",1,"_APR7799","F"
"FOU",2024,"spring",5,"_APR8825","F"
"HWP",2024,"spring",1,"ARR9067","F"
"HWP",2024,"spring",6,"ATR0162","M"
"HWP",2024,"spring",6,"ATR0163","F"
"ART",2024,"spring",4,"ATR0099","M"
"ART",2024,"spring",4,"ARR9301","F"
"ART",2024,"spring",2,"ARR9081","F"
"FOU",2024,"spring",3,"ARR9311","F"
"FOU",2024,"spring",3,"ARR9312","M"
"FOU",2024,"spring",8,"ARR9320","F"
"FOU",2024,"spring",8,"_APR8785","M"
"ALN",2024,"spring",3,"ARR9321","M"
"ALN",2024,"spring",3,"ARR9322","F"
"OSP",2024,"spring",5,"ARR9337","F"
"OSP",2024,"spring",5,"ARR9338","M"
"DEL",2024,"spring",8,"AXH8483","M"
"MUN",2024,"spring",2,"ARR9087","M"
"MUN",2024,"spring",2,"_APR7848","F"
"INS",2024,"spring",4,"ARR9376","F"
"INS",2024,"spring",4,"ARR9377","M"
"FSH",2024,"spring",1,"ARR9393","F"
"FSH",2024,"spring",1,"ARR9394","M"
"AVI",2024,"spring",6,"ARD7391","M"
"AVI",2024,"spring",6,"ARR9008","F"
"CAR",2024,"spring",4,"ARR9528","F"
"CAR",2024,"spring",1,"ARR9529","M"
"CAR",2024,"spring",1,"AHD7771","F"
"FOU",2024,"spring",6,"_APR7242","M"
"ALN",2024,"spring",8,"ARR9270","M"
"ALN",2024,"spring",8,"ARR9271","F"
"DOR",2024,"spring",2,"ARR9283","F"
"DOR",2024,"spring",3,"ATR0199","F"
"TAI",2024,"spring",1,"ARR9296","M"
"DEL",2024,"spring",1,"_APR8788","M"
"MUN",2024,"spring",8,"ARR9417","M"
"MUN",2024,"spring",8,"ARR9418","F"
"MUN",2024,"spring",3,"AXH8485","F"
"MUN",2024,"spring",3,"ATR0249","M"
"RTH",2024,"spring",2,"_APR8173","F"
"AVI",2024,"spring",2,"ARR9455","M"
"AVI",2024,"spring",2,"ARR9456","F"
"AVN",2024,"spring",5,"ARR9468","F"
"AVN",2024,"spring",5,"ARR9016","M"
"CAR",2024,"spring",3,"ARR9476","F"
"CAR",2024,"spring",3,"ARR9477","M"
"HWP",2024,"spring",8,"ARR9495","M"
"HWP",2024,"spring",8,"ARR9497","F"
"FOU",2024,"spring",4,"ARR9554","F"
"SPD",2024,"spring",8,"ARR9571","F"
"SPD",2024,"spring",8,"ARR9572","M"
"SPD",2024,"spring",1,"ARR9579","M"
"SPD",2024,"spring",1,"ARR9580","F"
"SPD",2024,"spring",3,"ARR9590","M"
"SPD",2024,"spring",3,"ARR9591","F"
"OSP",2024,"spring",4,"ARR9592","F"
"OSP",2024,"spring",4,"ARD7237","M"
"OSP",2024,"spring",3,"ARR9593","F"
"OSP",2024,"spring",3,"ARR9594","M"
"OSP",2024,"spring",6,"ARR9600","M"
